id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,churn
20487,1,0,9.82,22,0.93,1,88.3,6.3,0,0
20515,0,0,4.09,0,0.0,1,0.0,0.0,5,1
20585,1,1,9.81,17,1.66,0,20.1,5.4,0,0
20591,1,0,4.76,0,0.0,0,0.0,0.0,4,1
20597,0,0,3.07,14,0.0,0,0.0,0.0,0,1
20602,1,1,3.66,13,0.0,0,0.0,0.0,0,1
20664,1,0,7.66,20,0.0,0,1.6,0.1,0,1
20667,0,0,4.35,0,0.0,0,0.0,0.0,6,1
20766,1,0,3.66,0,0.0,0,0.0,0.0,3,1
20803,0,0,3.07,0,0.0,0,0.0,0.0,1,1
20814,1,0,4.1,0,0.0,3,0.0,0.0,7,1
20821,1,0,9.8,20,1.07,0,5.3,1.0,0,0
20822,1,0,9.8,21,0.44,0,19.2,2.1,0,0
20827,1,1,6.25,23,0.0,0,0.0,0.0,0,1
20842,1,1,4.85,23,0.27,0,0.0,0.0,0,1
20888,1,1,9.8,15,1.18,0,41.8,2.1,0,0
20943,1,0,6.49,20,0.0,0,7.4,1.0,0,1
20959,1,0,4.95,0,0.0,0,0.0,0.0,5,1
21012,0,0,3.47,0,0.0,0,0.0,0.0,0,1
21016,1,1,7.33,9,0.0,0,0.0,0.0,0,1
21019,1,1,9.67,12,0.0,0,101.8,6.1,0,1
21053,0,0,6.1,24,0.0,1,5.4,0.3,0,1
21090,1,1,3.92,0,0.0,0,0.0,0.0,4,1
21123,1,0,4.63,0,0.47,7,0.0,0.0,5,1
21127,0,0,3.55,14,0.0,0,0.0,0.0,0,1
21158,1,1,9.78,10,1.1,1,139.9,17.3,0,0
21159,1,1,10.18,0,0.0,0,0.0,0.0,0,1
21166,0,0,3.47,0,0.0,0,0.0,0.0,0,1
21217,1,0,5.74,15,0.0,0,3.8,0.5,0,1
21219,1,0,7.62,26,0.0,1,11.3,0.4,0,1
21270,1,0,5.23,23,0.0,1,16.8,0.9,0,1
21274,0,0,3.3,0,0.0,0,0.0,0.0,6,1
21288,1,0,4.54,19,0.0,0,0.0,0.0,0,1
21322,1,0,3.36,13,0.0,0,0.0,0.0,0,1
21329,0,0,3.04,0,0.0,0,0.0,0.0,5,1
21332,0,0,3.3,22,0.0,1,0.0,0.0,0,1
21367,1,0,4.53,0,0.0,2,0.0,0.0,6,1
21401,1,0,9.77,19,1.9,0,15.2,1.4,0,0
21421,1,0,6.39,23,0.0,0,2.2,0.3,0,1
21453,0,0,3.06,0,0.0,0,0.0,0.0,7,1
21458,1,1,5.48,33,0.0,0,8.1,0.6,0,1
21468,0,0,8.44,32,0.0,0,26.5,1.7,0,1
21502,1,1,9.76,16,1.51,0,133.6,13.0,0,0
21509,1,0,3.35,73,0.0,4,0.0,0.0,0,1
21521,1,0,9.76,21,0.43,0,0.0,0.0,0,0
21524,1,1,9.38,12,0.36,0,40.8,7.3,0,1
21540,0,0,3.53,0,0.0,1,0.0,0.0,5,1
21586,1,0,6.04,0,0.0,0,0.5,0.1,1,1
21618,1,0,3.29,14,0.0,0,0.0,0.0,0,1
21635,0,0,3.1,0,0.0,0,0.0,0.0,0,1
21676,1,1,9.11,21,0.0,0,8.4,2.0,0,1
21772,0,0,7.65,18,0.0,0,5.9,0.3,0,1
21783,1,1,9.75,16,1.8,0,91.9,26.1,0,0
21818,1,1,3.59,0,0.0,2,0.0,0.0,2,1
21862,0,0,3.1,12,0.0,0,0.0,0.0,0,1
21864,0,0,3.43,0,0.0,0,0.0,0.0,0,1
21887,0,0,3.51,64,0.0,0,0.0,0.0,0,1
21898,1,0,9.75,25,0.07,0,54.4,4.0,0,0
21929,0,0,3.47,0,0.0,1,0.0,0.0,6,1
21963,1,0,4.2,14,0.0,0,0.0,0.0,0,1
21973,0,0,3.99,13,0.0,0,0.0,0.0,0,1
21984,0,0,3.42,0,0.0,0,0.0,0.0,0,1
21992,1,1,9.74,16,1.63,1,68.2,4.0,0,0
22015,0,0,4.25,12,0.0,0,0.0,0.0,0,1
22017,1,0,3.37,16,0.0,1,0.0,0.0,0,1
22043,1,1,9.73,15,1.3,0,10.2,1.4,0,0
22059,1,1,9.73,24,1.94,11,163.9,19.0,0,0
22104,1,0,8.59,19,0.0,0,53.4,1.8,0,1
22107,1,0,4.15,18,0.0,0,0.0,0.0,4,1
22131,0,0,5.07,13,0.0,0,2.9,0.2,0,1
22134,0,0,3.28,0,0.0,0,0.0,0.0,0,1
22147,1,1,9.73,17,1.59,1,19.4,0.9,0,0
22148,1,0,3.0,13,0.0,1,0.0,0.0,0,1
22158,0,0,4.27,14,0.0,3,0.0,0.0,0,1
22182,1,1,4.29,49,0.0,0,0.0,0.0,0,1
22200,0,0,9.73,59,0.0,0,37.0,3.3,0,0
22202,1,0,6.35,14,0.0,0,40.9,3.5,0,1
22242,1,0,4.7,23,0.0,0,0.0,0.0,0,1
22269,0,0,9.72,0,0.0,0,0.0,0.0,0,0
22300,1,1,9.72,15,1.21,0,15.5,0.4,0,0
22317,1,0,7.21,28,0.0,0,26.3,0.8,0,1
22322,1,1,5.37,21,0.0,0,5.9,0.4,0,1
22354,0,0,5.67,20,0.0,0,29.3,2.9,0,1
22369,0,0,5.84,28,0.0,0,36.7,2.1,0,1
22376,1,0,7.36,8,0.0,0,3.2,0.1,2,1
22395,1,1,6.47,10,0.0,0,0.2,0.0,0,1
22397,0,0,3.16,23,0.91,5,0.0,0.0,0,1
22419,1,1,6.82,9,0.0,0,0.0,0.0,0,1
22449,0,0,3.34,23,0.0,0,0.0,0.0,0,1
22477,0,0,3.4,14,0.0,0,0.0,0.0,0,1
22512,1,1,6.08,23,0.0,0,26.2,3.3,0,1
22554,0,0,4.07,0,0.0,0,0.0,0.0,6,1
22631,0,0,3.48,0,0.0,0,0.0,0.0,6,1
22634,0,0,3.4,54,0.0,3,0.0,0.0,0,1
22655,1,1,4.01,0,0.0,1,0.0,0.0,7,1
22662,0,0,3.04,22,0.0,9,0.0,0.0,0,1
22679,1,0,9.71,22,0.58,1,98.0,11.7,0,0
22688,1,1,3.33,0,0.0,0,0.0,0.0,3,1
22704,1,1,7.38,26,0.0,1,43.8,4.6,0,1
22706,1,1,9.7,10,1.74,0,28.6,1.5,1,0
22730,0,0,3.39,0,0.0,0,0.0,0.0,0,1
22762,1,0,7.3,15,0.0,0,7.9,0.6,7,1
22847,1,0,3.67,23,0.01,2,0.0,0.0,0,1
